sgbequ.f,"['M', 'N', 'KL', 'KU', 'AB', 'LDAB']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
sgbequb.f,"['M', 'N', 'KL', 'KU', 'AB', 'LDAB']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
sgeequ.f,"['M', 'N', 'A', 'LDA']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
sgeequb.f,"['M', 'N', 'A', 'LDA']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
spbequ.f,"['UPLO', 'N', 'KD', 'AB', 'LDAB']","['S', 'SCOND', 'AMAX', 'INFO']",[]
spoequ.f,"['N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'INFO']",[]
spoequb.f,"['N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'INFO']",[]
sppequ.f,"['UPLO', 'N', 'AP']","['S', 'SCOND', 'AMAX', 'INFO']",[]
ssyequb.f,"['UPLO', 'N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'WORK', 'INFO']",[]
dgbequ.f,"['M', 'N', 'KL', 'KU', 'AB', 'LDAB']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
dgbequb.f,"['M', 'N', 'KL', 'KU', 'AB', 'LDAB']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
dgeequ.f,"['M', 'N', 'A', 'LDA']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
dgeequb.f,"['M', 'N', 'A', 'LDA']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
dpbequ.f,"['UPLO', 'N', 'KD', 'AB', 'LDAB']","['S', 'SCOND', 'AMAX', 'INFO']",[]
dpoequ.f,"['N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'INFO']",[]
dpoequb.f,"['N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'INFO']",[]
dppequ.f,"['UPLO', 'N', 'AP']","['S', 'SCOND', 'AMAX', 'INFO']",[]
dsyequb.f,"['UPLO', 'N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'WORK', 'INFO']",[]
cgbequ.f,"['M', 'N', 'KL', 'KU', 'AB', 'LDAB']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
cgbequb.f,"['M', 'N', 'KL', 'KU', 'AB', 'LDAB']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
cgeequ.f,"['M', 'N', 'A', 'LDA']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
cgeequb.f,"['M', 'N', 'A', 'LDA']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
cheequb.f,"['UPLO', 'N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'WORK', 'INFO']",[]
cpbequ.f,"['UPLO', 'N', 'KD', 'AB', 'LDAB']","['S', 'SCOND', 'AMAX', 'INFO']",[]
cpoequ.f,"['N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'INFO']",[]
cpoequb.f,"['N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'INFO']",[]
cppequ.f,"['UPLO', 'N', 'AP']","['S', 'SCOND', 'AMAX', 'INFO']",[]
csyequb.f,"['UPLO', 'N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'WORK', 'INFO']",[]
zgbequ.f,"['M', 'N', 'KL', 'KU', 'AB', 'LDAB']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
zgbequb.f,"['M', 'N', 'KL', 'KU', 'AB', 'LDAB']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
zgeequ.f,"['M', 'N', 'A', 'LDA']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
zgeequb.f,"['M', 'N', 'A', 'LDA']","['R', 'C', 'ROWCND', 'COLCND', 'AMAX', 'INFO']",[]
zheequb.f,"['UPLO', 'N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'WORK', 'INFO']",[]
zpbequ.f,"['UPLO', 'N', 'KD', 'AB', 'LDAB']","['S', 'SCOND', 'AMAX', 'INFO']",[]
zpoequ.f,"['N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'INFO']",[]
zpoequb.f,"['N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'INFO']",[]
zppequ.f,"['UPLO', 'N', 'AP']","['S', 'SCOND', 'AMAX', 'INFO']",[]
zsyequb.f,"['UPLO', 'N', 'A', 'LDA']","['S', 'SCOND', 'AMAX', 'WORK', 'INFO']",[]
